Date,Open,High,Low,Close,Adj Close,Volume
2019-03-05,80.699997,85.199997,79.400002,84.050003,77.103706,570665
2019-03-06,84.750000,88.849998,84.300003,85.349998,78.296257,561383
2019-03-07,85.900002,88.500000,85.050003,85.699997,78.617340,701153
2019-03-08,85.750000,86.199997,84.199997,85.150002,78.112801,231206
2019-03-11,85.800003,86.849998,85.050003,86.150002,79.030159,612794
2019-03-12,86.550003,87.500000,75.250000,81.650002,74.902054,987240
2019-03-13,82.500000,85.400002,82.500000,84.250000,77.287193,801592
2019-03-14,88.400002,89.000000,87.000000,88.199997,80.910728,3434465
2019-03-15,88.650002,92.550003,88.250000,89.449997,82.057419,2015549
2019-03-18,89.500000,90.599998,86.349998,86.900002,79.718170,789793
2019-03-19,88.550003,98.699997,88.550003,91.599998,84.029724,5591483
2019-03-20,92.000000,94.650002,91.050003,92.949997,85.268150,1781865
2019-03-22,93.400002,93.550003,89.000000,89.500000,82.103287,677155
2019-03-25,88.500000,89.400002,85.550003,86.050003,78.938416,849257
2019-03-26,86.599998,89.199997,86.199997,87.400002,80.176834,3507433
2019-03-27,88.099998,93.849998,88.000000,92.599998,84.947098,1682742
2019-03-28,94.000000,95.400002,93.599998,94.050003,86.277252,1186206
2019-04-01,94.800003,95.500000,92.199997,92.800003,85.130569,601881
2019-04-02,93.650002,93.650002,89.949997,90.449997,82.974770,677198
2019-04-03,93.500000,93.500000,90.300003,91.050003,83.525192,910599
2019-04-04,90.550003,92.000000,88.800003,91.150002,83.616928,703953
2019-04-05,91.800003,91.800003,88.800003,89.500000,82.103287,519453
2019-04-08,90.000000,90.800003,88.000000,88.250000,80.956596,436106
2019-04-09,88.699997,91.000000,87.500000,89.500000,82.103287,453567
2019-04-10,90.250000,91.000000,86.949997,87.699997,80.452042,771580
2019-04-11,88.449997,88.800003,87.199997,87.599998,80.360313,375011
2019-04-12,87.099998,88.650002,87.099998,88.000000,80.727249,511519
2019-04-15,88.099998,90.000000,87.699997,89.800003,82.378494,470178
2019-04-16,89.949997,90.900002,89.099998,89.650002,82.240883,507173
2019-04-18,91.500000,92.449997,89.400002,89.900002,82.470222,1532361
2019-04-22,90.199997,90.349998,87.199997,87.900002,80.635513,387516
2019-04-23,87.750000,88.900002,87.000000,87.900002,80.635513,528545
2019-04-24,88.750000,88.750000,85.199997,87.849998,80.589653,587512
2019-04-25,87.849998,88.800003,87.150002,88.000000,80.727249,684681
2019-04-26,88.300003,88.300003,87.099998,88.000000,80.727249,689695
2019-04-30,88.000000,89.300003,85.250000,88.500000,81.185936,511511
2019-05-02,89.699997,90.900002,87.449997,88.099998,80.818985,837980
2019-05-03,86.000000,88.199997,83.099998,85.449997,78.387993,884582
2019-05-06,85.199997,88.199997,85.000000,85.900002,78.800797,2468841
2019-05-07,86.400002,86.550003,85.050003,85.449997,78.387993,405051
2019-05-08,84.949997,85.500000,82.250000,84.250000,77.287193,926889
2019-05-09,83.300003,83.750000,81.849998,82.050003,75.268997,638845
2019-05-10,81.949997,82.449997,79.250000,80.699997,74.484459,594281
2019-05-13,81.199997,81.500000,78.650002,80.099998,73.930672,585760
2019-05-14,79.550003,82.550003,77.349998,81.900002,75.592041,540765
2019-05-15,82.000000,82.750000,80.650002,82.000000,75.684334,386186
2019-05-16,81.199997,82.199997,80.500000,81.900002,75.592041,1158579
2019-05-17,81.949997,83.449997,81.300003,81.849998,75.545883,238612
2019-05-20,84.900002,86.599998,83.599998,85.699997,79.099365,491708
2019-05-21,84.349998,86.400002,84.349998,85.449997,78.868614,235835
2019-05-22,85.949997,85.949997,84.099998,84.800003,78.268669,188342
2019-05-23,88.000000,90.500000,86.099998,88.000000,81.222206,1031586
2019-05-24,89.449997,90.500000,88.449997,89.949997,83.022026,766459
2019-05-27,89.500000,93.699997,89.099998,90.900002,83.898857,787440
2019-05-28,91.849998,96.000000,91.099998,94.099998,86.852386,839862
2019-05-29,94.099998,94.500000,93.000000,94.050003,86.806244,516415
2019-05-30,94.000000,95.699997,94.000000,95.199997,87.867661,919995
2019-05-31,97.500000,98.000000,94.199997,95.500000,88.144562,1899591
2019-06-03,94.500000,94.699997,93.250000,94.349998,87.083122,210022
2019-06-04,93.599998,95.599998,93.300003,94.050003,86.806244,192831
2019-06-06,93.099998,93.900002,88.750000,90.150002,83.206619,567053
2019-06-07,88.949997,91.000000,88.099998,89.550003,82.652840,582218
2019-06-10,89.000000,90.500000,88.099998,89.599998,82.698982,404727
2019-06-11,90.349998,91.000000,88.949997,90.000000,83.068176,394989
2019-06-12,90.000000,90.000000,88.349998,89.099998,82.237495,139554
2019-06-13,88.500000,89.500000,88.150002,89.300003,82.422089,185743
2019-06-14,89.500000,92.400002,88.099998,88.550003,81.729851,263229
2019-06-17,88.000000,88.650002,84.500000,87.099998,80.391533,177955
2019-06-18,86.300003,87.699997,85.150002,86.349998,79.699303,238451
2019-06-19,86.099998,86.500000,81.500000,82.050003,75.730484,1040435
2019-06-20,82.000000,84.500000,79.500000,82.849998,76.468864,404368
2019-06-21,83.400002,85.900002,81.500000,84.250000,77.761055,216615
2019-06-24,84.500000,84.650002,80.599998,81.199997,74.945946,1621735
2019-06-25,81.099998,81.500000,78.349998,78.900002,72.823105,297345
2019-06-26,77.500000,81.699997,77.500000,80.650002,74.438324,419120
2019-06-27,81.650002,83.400002,79.300003,79.750000,73.607628,308166
2019-06-28,80.300003,80.300003,76.500000,76.800003,70.884834,365510
2019-07-01,77.000000,77.199997,74.000000,75.849998,70.008003,1176338
2019-07-02,76.000000,76.250000,74.500000,75.800003,69.961868,799297
2019-07-03,76.000000,77.449997,75.099998,76.150002,70.284904,272991
2019-07-04,76.199997,77.400002,75.099998,76.500000,70.607941,477555
2019-07-05,77.000000,79.449997,76.000000,76.349998,70.469498,312621
2019-07-08,76.300003,76.300003,73.199997,74.900002,69.131172,387164
2019-07-09,74.900002,78.150002,73.599998,77.849998,71.853973,286563
2019-07-10,77.650002,77.949997,76.000000,77.099998,71.161728,152847
2019-07-11,78.000000,78.000000,75.599998,76.000000,70.146454,329812
2019-07-12,76.650002,76.650002,74.000000,74.250000,68.531242,314004
2019-07-15,74.849998,75.599998,74.000000,74.550003,68.808136,170857
2019-07-16,74.949997,75.500000,72.150002,73.300003,67.654411,357142
2019-07-17,73.900002,74.900002,72.050003,74.349998,68.623543,354403
2019-07-18,74.900002,74.900002,71.300003,71.849998,66.316086,226504
2019-07-19,72.500000,72.750000,67.800003,68.949997,63.639454,951243
2019-07-22,68.000000,71.750000,66.900002,70.400002,64.977768,444433
2019-07-23,70.000000,72.000000,69.050003,71.449997,65.946892,218647
2019-07-24,72.400002,72.400002,67.800003,70.650002,65.208511,320485
2019-07-25,70.750000,72.349998,69.300003,71.400002,65.900757,163227
2019-07-26,71.500000,71.550003,69.449997,70.050003,64.654732,188763
2019-07-29,70.750000,70.750000,68.199997,69.949997,64.562424,515301
2019-07-30,70.000000,70.050003,67.400002,67.849998,62.624172,263249
2019-07-31,67.849998,68.500000,66.000000,66.949997,61.793491,201262
