Date,Open,High,Low,Close,Adj Close,Volume
2023-01-30,86.250000,86.250000,83.050003,84.949997,83.759804,616230
2023-01-31,86.000000,86.000000,83.150002,84.599998,83.414711,837866
2023-02-01,85.150002,87.699997,83.199997,84.550003,83.365417,1425957
2023-02-02,84.050003,85.599998,83.699997,84.599998,83.414711,501194
2023-02-03,84.900002,84.900002,82.500000,82.949997,81.787827,616841
2023-02-06,83.250000,83.250000,82.150002,82.599998,81.442734,350930
2023-02-07,83.000000,83.250000,82.000000,82.599998,81.442734,368067
2023-02-08,82.949997,85.250000,82.099998,83.900002,82.724518,441169
2023-02-09,84.300003,84.400002,82.300003,83.949997,82.773819,489689
2023-02-10,83.849998,85.250000,83.300003,84.349998,83.168213,315776
2023-02-13,84.800003,85.400002,83.500000,84.750000,83.562614,601203
2023-02-14,84.750000,85.099998,82.050003,82.349998,81.196236,513519
2023-02-15,82.800003,83.599998,82.500000,82.849998,81.689232,425235
2023-02-16,83.250000,84.099998,82.800003,83.400002,82.231529,269470
2023-02-17,83.349998,83.699997,82.550003,82.949997,81.787827,208431
2023-02-20,83.000000,83.550003,82.250000,82.650002,81.492035,223665
2023-02-21,82.300003,82.949997,82.000000,82.300003,81.146942,195149
2023-02-22,82.500000,82.699997,81.050003,81.349998,80.210243,270777
2023-02-23,81.000000,82.150002,80.199997,81.550003,80.407448,307284
2023-02-24,81.550003,81.949997,79.250000,79.849998,78.731262,468628
2023-02-27,79.449997,82.900002,77.699997,81.849998,80.703239,875297
2023-02-28,81.500000,84.199997,81.300003,82.900002,81.738533,571208
2023-03-01,82.900002,84.000000,82.099998,82.400002,81.245537,558686
2023-03-02,82.800003,83.800003,82.199997,83.199997,82.034325,465681
2023-03-03,83.500000,84.000000,82.900002,83.250000,82.083626,329223
2023-03-06,83.250000,85.849998,83.250000,84.500000,83.316116,589918
2023-03-08,84.500000,89.400002,83.699997,88.400002,87.161476,3010739
2023-03-09,88.900002,92.199997,88.900002,91.250000,89.971542,3121538
2023-03-10,90.199997,91.449997,88.500000,90.000000,88.739059,1100329
2023-03-13,90.599998,91.699997,85.550003,86.849998,85.633186,1235584
2023-03-14,87.199997,87.199997,83.599998,85.000000,83.809105,823610
2023-03-15,86.000000,86.800003,84.050003,84.550003,83.365417,436587
2023-03-16,84.500000,84.599998,82.800003,83.199997,82.034325,640243
2023-03-17,84.449997,85.400002,83.000000,83.599998,82.428719,446458
2023-03-20,83.500000,84.400002,82.349998,82.900002,81.738533,385048
2023-03-21,84.400002,85.349998,83.000000,84.900002,83.710510,488411
2023-03-22,85.699997,85.900002,84.300003,84.800003,83.611916,320806
2023-03-23,84.250000,86.050003,83.449997,84.199997,83.020317,484226
2023-03-24,85.000000,85.000000,82.050003,82.550003,81.393440,313224
2023-03-27,82.300003,83.400002,80.000000,80.300003,79.174957,678698
2023-03-28,80.550003,82.300003,78.599998,81.050003,79.914452,725392
2023-03-29,81.400002,86.650002,80.650002,86.000000,84.795097,1332298
2023-03-31,86.000000,87.800003,84.400002,85.000000,83.809105,771381
2023-04-03,85.500000,88.699997,85.500000,87.599998,86.372681,756705
2023-04-05,88.099998,90.550003,87.550003,89.699997,88.443253,888977
2023-04-06,89.849998,91.000000,89.000000,89.849998,88.591156,711866
2023-04-10,90.000000,92.250000,89.199997,89.800003,88.541862,763163
2023-04-11,90.000000,91.550003,88.199997,89.000000,87.753067,683787
2023-04-12,89.500000,96.599998,89.500000,96.199997,94.852188,5967789
2023-04-13,96.500000,100.599998,95.000000,98.199997,96.824165,4209071
2023-04-17,98.000000,99.500000,97.050003,97.449997,96.084679,1118411
2023-04-18,97.150002,98.250000,95.650002,96.599998,95.246582,732332
2023-04-19,96.300003,98.800003,94.199997,94.599998,93.274605,862051
2023-04-20,94.750000,97.599998,94.650002,96.250000,94.901489,840653
2023-04-21,96.449997,97.949997,95.050003,95.550003,94.211304,640334
2023-04-24,96.250000,100.500000,95.750000,98.199997,96.824165,2265840
2023-04-25,98.500000,99.750000,96.849998,98.199997,96.824165,1033535
2023-04-26,97.900002,99.699997,97.449997,98.449997,97.070663,686016
2023-04-27,98.699997,102.849998,98.500000,101.099998,99.683540,1934068
2023-04-28,102.099998,110.699997,102.099998,108.000000,106.486870,6501314
2023-05-02,108.750000,112.300003,107.150002,110.750000,109.198341,2836743
2023-05-03,110.400002,115.949997,109.500000,113.150002,111.564713,3232814
2023-05-04,113.250000,113.949997,111.349998,112.199997,110.628021,937547
2023-05-05,111.550003,112.949997,108.050003,109.800003,108.261650,994931
2023-05-08,110.500000,113.449997,108.400002,110.099998,108.557442,1147768
2023-05-09,110.400002,112.800003,106.199997,107.500000,105.993874,899489
2023-05-10,108.000000,108.300003,105.000000,106.500000,105.007881,960127
2023-05-11,106.349998,109.500000,106.250000,107.349998,105.845970,1000340
2023-05-12,107.400002,108.349998,106.500000,107.150002,105.648781,448761
2023-05-15,107.550003,109.949997,106.250000,108.449997,106.930557,881339
2023-05-16,108.800003,109.199997,106.349998,107.849998,106.338966,627590
2023-05-17,107.699997,112.900002,106.199997,112.449997,110.874519,2226607
2023-05-18,114.000000,119.599998,110.199997,116.349998,114.719879,9752286
2023-05-19,118.099998,124.250000,117.150002,122.849998,121.128807,8484117
2023-05-22,123.599998,124.500000,120.000000,121.099998,119.403328,2277543
2023-05-23,121.599998,122.550003,119.400002,122.099998,120.389320,1883884
2023-05-24,121.199997,121.250000,117.349998,118.150002,116.494659,990402
2023-05-25,118.800003,120.250000,117.199997,118.800003,117.135559,1122097
2023-05-26,119.300003,121.650002,119.000000,120.750000,119.058235,851449
2023-05-29,121.500000,121.699997,117.599998,117.949997,116.297462,757062
2023-05-30,118.349998,119.400002,117.449997,118.900002,117.234154,566839
2023-05-31,118.949997,129.899994,118.300003,127.849998,126.058754,4738183
2023-06-01,128.500000,130.500000,125.250000,125.800003,124.037483,1883119
2023-06-02,126.099998,127.500000,124.750000,126.300003,124.530479,952730
2023-06-05,127.050003,130.649994,126.300003,129.800003,127.981445,1687234
2023-06-06,129.750000,129.750000,126.650002,128.149994,126.354553,635600
2023-06-07,128.149994,128.949997,126.550003,127.250000,125.467163,747512
2023-06-08,127.250000,127.500000,125.000000,126.150002,124.382576,584479
2023-06-09,126.550003,128.500000,125.099998,126.000000,124.234680,679845
2023-06-12,126.300003,126.699997,123.099998,125.849998,124.086777,1009104
2023-06-13,126.500000,134.000000,126.349998,133.600006,131.728210,3835864
2023-06-14,134.649994,134.649994,130.100006,130.550003,128.720932,1469289
2023-06-15,131.100006,131.300003,128.699997,129.399994,127.587036,782480
2023-06-16,130.100006,134.550003,130.100006,132.199997,130.347809,1641281
2023-06-19,133.199997,134.550003,130.500000,131.850006,130.002716,989995
2023-06-20,132.000000,133.600006,130.199997,131.850006,130.002716,653471
2023-06-21,132.000000,133.149994,129.949997,131.600006,129.756226,601934
2023-06-22,130.500000,139.000000,130.500000,137.850006,135.918655,4492720
2023-06-23,138.000000,139.800003,134.050003,135.050003,133.157883,1008750
2023-06-26,135.050003,136.850006,132.850006,135.649994,133.749466,549025
2023-06-27,136.300003,137.199997,133.199997,134.500000,132.615585,742575
2023-06-28,134.949997,136.899994,132.550003,133.500000,131.629593,555026
2023-06-30,134.500000,135.500000,132.600006,133.050003,131.185913,565314
